[INFO] | 2024-11-10 07:39:25 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Analysis started at: 2024-11-10 07:39:25 AM
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Processed function eth
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Generating return summary for keysRec
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Return summary generated for keysRec
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Processed function keysRec
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Generating return summary for withdrawEarnings
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Return summary generated for withdrawEarnings
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Range graph generated
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Processed function withdrawEarnings
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Generating return summary for ethRec
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Return summary generated for ethRec
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Processed function ethRec
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Generating return summary for core
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Return summary generated for core
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Range graph generated
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Processed function core
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Generating return summary for calcKeysReceived
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Return summary generated for calcKeysReceived
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Processed function calcKeysReceived
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Generating return summary for withdraw
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Return summary generated for withdraw
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Range graph generated
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Processed function withdraw
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Generating return summary for getBuyPrice
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Return summary generated for getBuyPrice
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Processed function getBuyPrice
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Generating return summary for iWantXKeys
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Return summary generated for iWantXKeys
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Processed function iWantXKeys
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Generating return summary for buyCore
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Return summary generated for buyCore
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Range graph generated
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Processed function buyCore
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Generating return summary for reLoadCore
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Return summary generated for reLoadCore
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Range graph generated
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Processed function reLoadCore
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Generating return summary for fallback
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Return summary generated for fallback
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Range graph generated
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Processed function fallback
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Generating return summary for buyXid
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Return summary generated for buyXid
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Range graph generated
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Processed function buyXid
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Generating return summary for buyXaddr
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Return summary generated for buyXaddr
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Range graph generated
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Processed function buyXaddr
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Generating return summary for buyXname
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Return summary generated for buyXname
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Range graph generated
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Processed function buyXname
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Generating return summary for reLoadXid
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Return summary generated for reLoadXid
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Range graph generated
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Processed function reLoadXid
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Generating return summary for reLoadXaddr
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Return summary generated for reLoadXaddr
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Range graph generated
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Processed function reLoadXaddr
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Generating return summary for reLoadXname
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Return summary generated for reLoadXname
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Range graph generated
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Processed function reLoadXname
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Value Range Analysis took 0.119516 seconds
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Value Range Analysis finished
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Dependency detection started!
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Dependency detection finished!
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Static Analysis took 19.423531 seconds
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Dependency does not exist
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Analysis finished!
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Analysis took 19.423742 seconds
[INFO] | 2024-11-10 07:39:45 AM | analyzer.0x125365069020439b830c9eac9dd402f8aa762569 | Analysis finished at: 2024-11-10 07:39:45 AM
