[INFO] | 2024-11-10 07:38:44 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Analysis started at: 2024-11-10 07:38:44 AM
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Generating return summary for changeHatchEscapeCaller
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Return summary generated for changeHatchEscapeCaller
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Range graph generated
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Processed function changeHatchEscapeCaller
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Generating return summary for withdraw
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Return summary generated for withdraw
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Range graph generated
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Processed function withdraw
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Generating return summary for fallback
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Return summary generated for fallback
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Range graph generated
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Processed function fallback
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Value Range Analysis took 0.019962 seconds
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Value Range Analysis finished
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:38:48 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Dependency detection started!
[INFO] | 2024-11-10 07:38:49 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | DAO dependency detected in file 0x0efef0b34638addc8833ba729ae20016b5f24ffc.sol in contract WithdrawContract in by composing functions withdraw and withdraw
[INFO] | 2024-11-10 07:38:53 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | DAO dependency detected in file 0x0efef0b34638addc8833ba729ae20016b5f24ffc.sol in contract WithdrawContract in by composing functions withdraw and withdraw
[INFO] | 2024-11-10 07:38:53 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Dependency detection finished!
[INFO] | 2024-11-10 07:38:53 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Static Analysis took 9.526426 seconds
[INFO] | 2024-11-10 07:38:53 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Dependency exists
[INFO] | 2024-11-10 07:38:53 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Invoking symbolic executor!
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Symbolic execution took 4.585541 seconds
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Symbolic execution finished!
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Analysis finished!
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Analysis took 14.113330 seconds
[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x0efef0b34638addc8833ba729ae20016b5f24ffc | Analysis finished at: 2024-11-10 07:38:58 AM

real	0m16.077s
user	0m25.888s
sys	0m4.784s
