Smart Contract,Function Name,new label,Reason_English,Function Security,Gas limit,Trusty Address,RE,is_student,Comments
0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae,NamiPool._withdrawNAC,0.0,"It's not REE, NamiAddr is modified in the constructor.",,,1.0,0.0,0.0,no RE -- namitoken.transfer cannot reenter
0x0e33ca464b1c76a384039eb1b7e9dc3b0416b5ae,NamiPool.withdrawTop,0.0,"Not REE, transfer has a gas limit.",,1.0,,1.0,0.0,"
"
0x0e3ea79e194aef78b69209447f0f6c17ed96a5d6,Web3NameService.allowListSubdomain,0.0,"It is not REE, transfer has a gas limit.",,1.0,,1.0,0.0,RE -- require(tokenAddressandID[new_domain] == 0)
0x0e3ea79e194aef78b69209447f0f6c17ed96a5d6,Web3NameService.register,0.0,It's not REE; transfer has a gas limit.,,1.0,,0.0,0.0,"
"
0x0e3ea79e194aef78b69209447f0f6c17ed96a5d6,Web3NameService.registerSubdomain,0.0,"It is not REE, transfer has a gas limit.",,1.0,,1.0,0.0,RE -- require(tokenAddressandID[new_domain] == 0)
0x0e82b29a77a53880dd4ee8326cfea9b4c68db638,DappIncubator.transfer,0.0,"Not REE, has nonReentrant modifier.",1.0,,,0.0,0.0,no RE -- external call() has modifier -- non-reentrant
0x0e9186d1d0c7aa2212e3f42405eda1bc35d826a9,dividendsContract.collectDividends,0.0,"It is not REE; dc is assigned a value in the ICO address, and this function is modified by onlyOwner.",,,1.0,1.0,1.0,---------- Reason for RE: state var. paid[member] and state var. totalPaid
0x0e94278497e51629c78697dac758fded6c8f188f,Dividends.fallback,0.0,"It’s not REE, transfer has a gas limit, and tokenReward is assigned a value in the constructor.",,1.0,1.0,1.0,1.0,---------- Reason for RE: State variable users[user]-- It has reentrancy because of updation of the variable users[user] after transfer; it is checked in if condition (users[user] != 1) -- Reason for no UX: transfer function returns exception on fail
0x0eabed78fd49ad3c0a3e445954f29522025c09a0,WOAI.reserveWoai,0.0,"It is not REE, it has OnlyOwner modifier.",1.0,,,0.0,1.0,no RE --  -- onlyowner modifier--------NO COMMENTS SPECIFIED
0x0eb65b4c3d3de340e1b15384f8f211784247a37a,ReserveAuctionMarketplace._removeReserveAuctionListing,0.0,"Not REE, a private function, called by two functions modified with nonReentrant.",1.0,,,1.0,1.0,---------- no RE: _removeReserveAuctionListing is private and this function is called from onlythose functions which are non reentrant
0x0efef0b34638addc8833ba729ae20016b5f24ffc,WithdrawContract.withdraw,0.0,"Not REE, rewardToken is assigned in the constructor, deposits are controllable. Transfer has a gas limit.",,,1.0,1.0,1.0,RE -- currentToken != d.token--------
0x0f6423618083e15989be7e4208c222cf759f99fb,TradableErc20.makeLiquidity,0.0,"Not REE, has OnlyOwner modifier.",1.0,,,0.0,1.0,no RE -- modifier--------
0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907,PreOrder.confirmOrder,0.0,"It is not REE, the controllable transfer in the tokenAddress constructor has a gas limit.",,,1.0,1.0,1.0,"---------- Reason for RE: Token(tokenAddress).transfer(owneraddress;price) can reenter and stat. var named ""status"""
0x0ffaa8eeb2ee18c9174e4c5d6af6ce48199c6879,Sargasso.ETHsend,0.0,"It is not REE, there is secondaryUserLock.",1.0,,,0.0,0.0,"
"
0x0ffaa8eeb2ee18c9174e4c5d6af6ce48199c6879,Sargasso.addKey,0.0,"It is not REE, there is a secondaryUserLock.",1.0,,,0.0,0.0,"
"
0x0ffaa8eeb2ee18c9174e4c5d6af6ce48199c6879,Sargasso.deposit,0.0,"It is not REE, there is userLock.",1.0,,,1.0,0.0,"
"
0x0ffaa8eeb2ee18c9174e4c5d6af6ce48199c6879,Sargasso.emergencyWithdraw,0.0,"It is not REE, there is userLock.",1.0,,,0.0,0.0,No RE --userLock[msg.sender] = true; -- reentrancy lock
0x0ffaa8eeb2ee18c9174e4c5d6af6ce48199c6879,Sargasso.paySubscription,0.0,"It is not REE, there is a secondaryUserLock.",1.0,,,0.0,0.0,No RE -- secondaryUserLock[msg.sender] = false; -- reentrancy lock
0x0ffaa8eeb2ee18c9174e4c5d6af6ce48199c6879,Sargasso.preApproveTokens,0.0,"Not REE, there is a secondaryUserLock.",1.0,,,0.0,0.0,No RE -- secondaryUserLock[msg.sender] = false; -- reentrancy lock
0x0ffaa8eeb2ee18c9174e4c5d6af6ce48199c6879,Sargasso.sendtoRecipient,0.0,"Not REE, internal function, only called by specialdeposit, this function has userlock.",1.0,,,1.0,0.0,"
"
0x0ffaa8eeb2ee18c9174e4c5d6af6ce48199c6879,Sargasso.tokenSend,0.0,"It is not REE, there is a secondaryUserLock.",1.0,,,0.0,0.0,No RE -- secondaryUserLock[msg.sender] = false; -- reentrancy lock
0x0ffaa8eeb2ee18c9174e4c5d6af6ce48199c6879,Sargasso.withdraw,0.0,"Not REE, has userLock.",1.0,,,1.0,0.0,"
"
0x10452f898766f59a8514dc6856ff62bbdc6a0f51,Piggy_BNK.Collect,1.0,Classic REE structure.,,,,1.0,1.0,--------Reentrancy is the a vulnerability where an external contract can call back into the current contract before the current function has completed. This can potentially lead to unexpected behavior. In the above code snippet the 'msg.sender.call.value(_am)()' line is a call to an external contract using the low-level 'call' function.
0x10819fae72282b9a594e34c647a7bc446ef4ad2e,CryptoFun.doInvest,1.0,"It is REE, refererAddr.notZero() where refererAddr is a user input variable.",,,,1.0,1.0,--------
0x108523415a8cd7cb8ef2d6b12177181f489ec210,DividendDistributor.distributeDividend,0.0,"It is not REE, USDC hardcoded transfer has a gas limit.",,,1.0,1.0,1.0,--------
0x10bbbebacd34509b1388a528003dbb77c20b22ba,MappingTokenFactory._createMappingToken,0.0,"It's not REE; create2 ultimately generates a proxy contract, and the corresponding implementation inside it can only be called by the governor. I'm not sure, the mapping token is created using assembly language, and it should be controllable by the user.",,,,1.0,0.0,"
"
0x10bbbebacd34509b1388a528003dbb77c20b22ba,MappingTokenFactory.createMappableToken,0.0,"It is not the same as REE above, uncertain, mapping token is created through assembly language and should be controllable by the user.",,,,1.0,0.0,"
"
0x10bbbebacd34509b1388a528003dbb77c20b22ba,MappingTokenFactory.createTokenMapped,0.0,"It is not the same as REE, not sure, tokenMapped is created through assembly language and should be controllable by the user.",,,,1.0,1.0,--------
0x1190074795dad0e61b61270de48e108427f8f817,CoinMerge.teamWithdraw,0.0,"It's not REE, transfer has a gas limit.",,1.0,,1.0,0.0,"
"
0x119f4c9de5539fd053aed5091db4ba59f83330d7,DividendPayingToken._withdrawDividendOfUser,0.0,"Not REE, has gas keyword, initially set to 3000, and only the owner can adjust it.",,1.0,,0.0,1.0,--------
0x119f4c9de5539fd053aed5091db4ba59f83330d7,PENGUDividendTracker.process,0.0,"It is not REE, the processAccount in the indirect call has the onlyowner modifier.",1.0,,,0.0,0.0,No RE --- ext calls not malicious
0x121726eaab9965b918f00b9871c25c4baf5cc960,Event.distribute,1.0,"It is REE, attends are unreliable.",,,,0.0,1.0,No RE ---  --             states[attendees[i]] = ATTENDEE_REWARDED;--------
0x125365069020439b830c9eac9dd402f8aa762569,RatScam.determinePID,0.0,It is not REE; RatBook was hardcoded in the statement.,,,1.0,1.0,0.0,RE --  getPlayerID can reenter
0x125365069020439b830c9eac9dd402f8aa762569,RatScam.endRound,0.0,"It is not REE, RatKingCorp was hardcoded in the statement.",,,1.0,0.0,1.0,No RE ---  sends eth to fixed address--------
0x12d82d7cf17d909fb5808707136200ed200b6d52,Investment.processUserTransactions,0.0,"It's not REE, there is onlyOne modifier.",1.0,,,0.0,0.0,No RE --- modifier onlyOwner
0x12d82d7cf17d909fb5808707136200ed200b6d52,Investment.removeOrder,1.0,"It is REE, and the first condition mentioned later is an unreliable condition. There is require(_userActions[indexOfOrder].user == msg.sender || msg.sender == owner() || msg.sender == address(this));.",,,,1.0,1.0,--------
0x12db622c98d75f6f19493d9acbc7479fe382ec44,TBECrowdsale.fallback,0.0,"It is not REE, transfer has a gas limit, and tokenReward is reliable.",,1.0,1.0,1.0,1.0,---------- Reason for no UX: tokenReward.transfer() does not return any value -- Reason for RE: whitelistedMax[msg.sender]
0x132e2b67e91bf0294536b16d772e8dee099fc40c,Brave3d.overStage,0.0,"It is not REE, p3dContract is hardcoded at the time of declaration.",,,1.0,1.0,0.0,"
"
0x132e2b67e91bf0294536b16d772e8dee099fc40c,Brave3d.withdraw,0.0,"It is not REE, transfer has a gas limit; p3dContract is hardcoded at declaration.",,1.0,1.0,0.0,1.0,--------
0x136e99a415957fc3f23e0a6885b22bcd0c475ab4,Voting.addDestructionProposal,0.0,"It's not REE, transfer has a gas limit; poolAddr is assigned a value in the constructor.",,1.0,1.0,0.0,1.0,No RE ---  addProposal -- sends Eth to a fixed address--------
0x136e99a415957fc3f23e0a6885b22bcd0c475ab4,Voting.addRaiseTapProposal,0.0,"Not REE, transfer has a gas limit; poolAddr is assigned a value in the constructor.",,1.0,1.0,0.0,0.0,No RE ---  addProposal -- sends Eth to a fixed address
0x13d6cfd3b119dadaadd7561fe9a864064259bc56,SafeDif.distributeRef,0.0,"Not REE, transfer has a gas limit.",,1.0,,0.0,0.0,"
"
0x13d6cfd3b119dadaadd7561fe9a864064259bc56,SafeDif.withdraw,0.0,"It’s not REE, send has a gas limit.",,1.0,,1.0,1.0,---------- Reason for UX: sender.send()-- Reason for RE: player_[uid].plans[i].isClose = bClose;
0x13ddd5c273a027608a42727a46f8250011645166,Fund.fundWithdraw,0.0,"Not REE, with _rA modification.",1.0,,,0.0,1.0,No RE ---  modifier---------- Reason for no UX: transfer() function throws error if it fails
0x143eea4413231878f58dc812b3dc6f22835a5dd6,cb_BANK.Collect,1.0,Typical REE structure.,,,,1.0,1.0,--------
0x150dbfc384ba5c13c304efd2efee73cc57cc2c16,Lottery10ETH.drawing,0.0,"It is not REE, send has a gas limit; x, LT, WT, and RS are assigned values in the constructor.",,1.0,1.0,1.0,1.0,--------
0x150dbfc384ba5c13c304efd2efee73cc57cc2c16,Lottery10ETH.fallback,0.0,"It is not REE, transfer, send has a gas limit; x, LT, WT, RS are assigned values in the constructor.",,1.0,1.0,0.0,0.0,No RE --- array issue player_[_affID2].aff is updated and dependency on other
0x15ada2a8e62134806a86db3030fefc0a2a13cc99,PonyBreeding.giveBirth,0.0,"It is not REE; geneScience is assigned in the setGeneScienceAddress function, which is protected by OnlyCEO.",,,1.0,1.0,0.0,RE --mixGenes() can reenter
0x15ada2a8e62134806a86db3030fefc0a2a13cc99,PonyUpgrade.upgradePony,0.0,"It is not REE, geneScience is assigned in the setGeneScienceAddress function, which has OnlyCEO protection.",,,1.0,1.0,0.0,RE -- upgradeponyResult can callback
0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5,Depot.exchangeEtherForSynths,0.0,"It is not REE; transfer and send have a gas limit, and synth is controllable.",,1.0,1.0,1.0,1.0,RE -- multi call--------
0x15ed8dcd6d5d7c9e66a28cb70673389a5dc4fcf5,Synthetix.removeSynth,0.0,"It is not REE, there is optionalProxy_onlyOwner protection.",1.0,,,0.0,0.0,No RE ---  modifier
0x1684843a68f7e6489c666d524f178edb1af27772,BabyDubbz._transferFrom,0.0,"It is not REE, but has swapping modification.",1.0,,,0.0,0.0,"
"
0x1684843a68f7e6489c666d524f178edb1af27772,DividendDistributor.distributeDividend,0.0,"Not REE, the address is trustworthy, transfer has a gas limit.",,,1.0,1.0,1.0,--------
0x172e09691dfbbc035e37c73b62095caa16ee2388,Depot.exchangeEtherForSynths,0.0,It is not REE; transfer and send have gas limits.,,1.0,,1.0,1.0,--------
0x172e09691dfbbc035e37c73b62095caa16ee2388,Synthetix.removeSynth,0.0,"Not REE, there is optionalProxy_onlyOwner protection.",1.0,,,0.0,0.0,No RE --- modifier
0x1806b3527c18fb532c46405f6f014c1f381b499a,PlanetCryptoToken.buyLand,0.0,It's not REE; planetCryptoUtils_interface is assigned a value in the constructor.,,,1.0,1.0,0.0,"
"
0x190956a704fbb70f0acce8338870771d17654952,MessierAnonymity.swapAndShare,0.0,"Not REE, private functions, called by functions decorated with nonReentrant and OnlyOwner.",1.0,,,0.0,1.0,No RE ---  array issue -- shareOfReward--------
0x1963737af12d3649f6f319fb64af2aa29f7256b7,MessierAnonymity.swapAndShare,0.0,"It is not REE, a private function called by functions modified by nonReentrant and OnlyOwner.",1.0,,,0.0,1.0,No RE ---  array issue -- shareOfReward--------
0x19b423e5131d8e4996a18e69d0cb99674ba34c21,BuybackBabyToken._transferFrom,0.0,"Not REE, there is swapping modification.",1.0,,,0.0,0.0,No RE ---  external call at the end
0x19b423e5131d8e4996a18e69d0cb99674ba34c21,DividendDistributor.distributeDividend,0.0,"It is not REE, the address is a reliable transfer with a gas limit.",,,1.0,1.0,1.0,--------
0x1a050d77003caee532df18d04d86b99ca15bf9e8,POOHMO.determinePID,0.0,"It is not REE, PlayerBook was hardcoded at the time of the statement.",,,1.0,1.0,0.0,RE -- getPlayerID can reenter
0x1a050d77003caee532df18d04d86b99ca15bf9e8,POOHMO.endRound,0.0,"It's not REE, flushDivs is assigned a value in the constructor.",,,1.0,0.0,1.0,No RE ---  sending eth to fixed address (admin)--------
0x1a9206cd9a4c59967ca728ca96b15287b2fd4c7c,CoinFlip.refundFlip,0.0,"Not REE, because there are restrictions on the transfer. The first judgment of the condition after the locking structure formed by flips[_flipId].completed seems to be uncontrollable. There is a require(msg.sender == flips[_flipId].owner || msg.sender == owner) protection.",1.0,,,0.0,0.0,No RE --- array issue
0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c,Primacorp.fallback,0.0,"Not REE, transfer has a gas limit, and the address is trustworthy.",,1.0,1.0,1.0,1.0,---------- Reason for Reentrancy Vulnerability: allowance[msg.sender] =0 is set after the external call and if condition checks whether allowance[msg.sender] > 0 or not
0x1c1de57cc864072f7eab381c4c06b14a6963dd4b,ERC20dex.trade,0.0,"It is not REE, there is a require(msg.sender == trader) protection.",1.0,,,0.0,0.0,No RE --- array issue
0x1da73fc09ea07781482994036a0eecc7e6952dfb,TydoIco.refund,0.0,"It is not REE, transfer has a gas limit, and the address is trustworthy.",,1.0,1.0,1.0,1.0,--------
0x1e887e7115321b4ee5d58dd446ec09e12b45d81b,GFarm.POOL1_unstake,0.0,"Not REE, the token is modified in set_TOKEN, and this function is modified by onlyGoV.",,,1.0,1.0,1.0,--------
0x1f42f986f9ef31d6ef787565b211bce0eb877bcc,GameWave.startPayments,0.0,"It is not REE, transfer has a gas limit.",,1.0,,0.0,0.0,No RE --- send to fixed address
0x20c476bb4c7aa64f919278fb9c09e880583beb4c,X3ProfitMainFundTransfer.fallback,0.0,"It is not REE, ADDRESS_EIFP2_CONTRACT is hardcoded at declaration.",,,1.0,1.0,1.0,---------- Reason for RE: Variable isResend
0x214a8abb5fd89d3605c6cadb178f1748c36f6b8d,PAPE.openTrading,0.0,"Not REE, there is OnlyOwner modifier.",1.0,,,0.0,0.0,No RE --- onlyowner
0x2247fdc0e5de91ae589abfab8b99976d8e9f330b,BoomerangLiquidity.payout,1.0,"It is REE, participants are uncontrollable.",,,,1.0,1.0,--------
0x2268003d92ff03be6ca6da029f8d8127fd2f617e,ShortOrder.exerciseLong,1.0,"There is REE risk, tokenUser is uncontrollable.",,,,1.0,0.0,"
"
0x2268003d92ff03be6ca6da029f8d8127fd2f617e,ShortOrder.nonActivationShortWithdrawal,0.0,"Not REE, transfer has a gas limit.",,1.0,,1.0,0.0,"
"
0x2268003d92ff03be6ca6da029f8d8127fd2f617e,ShortOrder.nonActivationWithdrawal,0.0,"It's not REE, transfer has a gas limit.",,1.0,,1.0,0.0,"
"
0x2268003d92ff03be6ca6da029f8d8127fd2f617e,ShortOrder.tokenFulfillmentDeposit,1.0,"It is REE, the tokenUser address can be input by the function.",,,1.0,1.0,0.0,"
"
0x2463a3f13cea3ea308be5c23cc887fdf205653ea,ADAMPROJECT._transfer,0.0,"It is not REE, there is locktheSwap protection.",1.0,,,0.0,0.0,"
"
0x2463a3f13cea3ea308be5c23cc887fdf205653ea,ADAMPROJECT.swapBack,0.0,"It is not REE, there is locktheSwap protection.",1.0,,,0.0,0.0,No RE --- modifier
0x246fcdc18bf3781b4c5100b3a6decef8dbcc8a31,AIDOGEX._transfer,0.0,"Not REE, uniswapV2Router is assigned in the constructor.",,,1.0,0.0,0.0,dynamic No RE -- inSwapAndLiquify
0x25061388ba6886d98110f7355e4f2c5912ae53c8,DividendDistributor.distributeDividend,0.0,"Not REE, address-controlled transfer has a gas limit.",,,1.0,1.0,1.0,--------
0x2638a23a9118d5786b6a6529bf3c09c922d3cdad,Infernu.claimETH,0.0,"It is not REE, the _isWithdrawing variable lock.",1.0,,,0.0,0.0,dynamic No RE -- iswithdrawing
0x2767e2ad18b358be2b511963a1b236b48203618c,BabyPOOF._transferFrom,0.0,"It is not REE, there is swapping protection.",1.0,,,0.0,0.0,"
"
0x2767e2ad18b358be2b511963a1b236b48203618c,DividendDistributor.distributeDividend,0.0,"It is not REE, the controllable transfer address has a gas limit.",,,1.0,1.0,1.0,--------
0x284b0f2f49d072836db87dd25d0623cd2f622bb1,DesTokenSale.doPurchase,0.0,"It is not REE, the token is assigned a value in the constructor.",,,1.0,0.0,0.0,No RE ---  two transfer of diff types for multi call
0x28eeac83b9c843ef2fc6c78bcd860cab46aa88d0,DividendDistributor.distributeDividend,0.0,"It's not REE, the transfer has a gas limit.",,1.0,,1.0,1.0,--------
0x28eeac83b9c843ef2fc6c78bcd860cab46aa88d0,PepeBonk._transferFrom,0.0,"Not REE, there is swapping protection.",1.0,,,0.0,0.0,"
"
0x2934443c1749dcc0cdcabbd77098eea31d2ea6c3,xSNXCore.mint,0.0,"It is not REE, tradeAccounting is assigned a value in the constructor.",,,1.0,0.0,0.0,"
"
0x2980b7c0c8e1a2c0bdecff55cde9e3576aaf9eaf,PiZZa.reinvestEarnings,0.0,"Not REE, controllable transfer address has a gas limit.",,,1.0,0.0,1.0,---------- no UX: transfer() always return true
0x2980b7c0c8e1a2c0bdecff55cde9e3576aaf9eaf,PiZZa.withdraw,1.0,"It is REE, the resolveToken address is controllable, but the subsequent sender call is uncontrollable. The transfer has a gas limit.",,,,0.0,1.0,No RE --- transfer cannot reenter--------
0x299e52c5d34596c05a04b61514dd79808167015a,TreasureHunt.unlockTreasure,0.0,"It is not REE, DGX_TOKEN_ADDRESS is assigned a value in the constructor, and transfer has a gas limit.",,1.0,1.0,1.0,1.0,--------The contract has reentrancy vulnerability because of isActive variable. The attacker can reenter through transfer function; get more transfer done before isActive variable is set to false
0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3,SharkPool.do_redemption,0.0,"Not REE, the address-controlled transfer has a gas limit.",,,1.0,1.0,1.0,--------
0x2aeee16d8412beabc5f38a6995ee5e4d32ab7f9d,RAGE._transfer,0.0,"It is not REE, there is lock the Swap protection.",1.0,,,0.0,0.0,"
"
0x2c125240e472e752bcfd1627ff7632b6c5265b2e,Bussiness.buy,0.0,"Not REE, transfer has a gas limit; erc721Address is assigned a value at declaration.",,1.0,1.0,1.0,0.0,"
"
0x2c125240e472e752bcfd1627ff7632b6c5265b2e,Bussiness.buyByUsdt,0.0,It is not REE; the erc721Address and usdtToken are hardcoded at the time of declaration.,,,1.0,1.0,0.0,"
"
0x2c125240e472e752bcfd1627ff7632b6c5265b2e,Bussiness.removePrice,0.0,"It is not REE, transfer has a gas limit; hbwalletToken is hardcoded during declaration.",,1.0,1.0,1.0,1.0,--------
0x2c125240e472e752bcfd1627ff7632b6c5265b2e,Bussiness.setPriceFeeHBWALLET,0.0,"It is not REE, erc721Address and hbwalletToken are hardcoded at declaration.",,1.0,1.0,1.0,0.0,"
"
0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b,Escrow.fundICO,0.0,"""Not REE, if (msg.sender != addressSCICO || tx.origin != owner) protect.""",1.0,,,0.0,1.0,No RE ---  if (msg.sender != addressSCICO || tx.origin != owner) {--------
0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b,ICO.finalize,0.0,"It is not REE, it has OnlyOwner modifier.",1.0,,,0.0,0.0,No RE --- onlyOwner
0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b,Tokens.refundTokens,0.0,"It is not REE, there is protection in notTimeLocked.",1.0,,,0.0,0.0,No RE --- validate does not reenter
0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b,Tokens.transfer,0.0,"It is not REE, there is protection in notTimeLocked.",1.0,,,0.0,0.0,No RE --- validate does not reenter
0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b,Tokens.transferFrom,0.0,"It is not REE, there is protection in notTimeLocked.",1.0,,,0.0,0.0,No RE --- validate does not reenter
0x2cf5694906bdd80f33bac7cb80183f1c61bc5be2,PaymentProcessor.processPayment,0.0,"It is not REE, there is only Monetha protection.",1.0,,,0.0,0.0,No RE --- onlyMonetha
0x2d5df43d54ae164a912db8de092cf707b446f693,CA_BANK.Collect,1.0,Typical REE structure.,,,,1.0,1.0,--------
0x2e09a70dca6ab05505b26382003912783e588f9c,PhantomProject.swapAndLiquify,0.0,"It is not REE, there is lock the Swap protection.",1.0,,,0.0,1.0,No RE --- modifier ensures that function won't reenter--------
0x2e6d72d5948c0cb0b9ac1adc2034e16d02cdabda,MILADYXP._transfer,0.0,"Not REE, there is locktheSwap protection.",1.0,,,0.0,0.0,"
"
0x300af88747b3f913012753071f209b48b30ea1ac,BabyApe._transfer,0.0,"Not REE, there is locktheSwap protection.",1.0,,,0.0,0.0,"
"
0x300af88747b3f913012753071f209b48b30ea1ac,DividendDistributor.distributeDividend,0.0,"Not REE, the address is a reliable transfer with a gas limit.",,,1.0,1.0,1.0,--------
0x308af1c4759dcb9f2ac2accdcd301862702df40f,Escrow.cancelTokenTransaction,0.0,"It is not REE, a private function, called by the function modified by onlyAllowed.",1.0,,,1.0,1.0,---------- It does not have reentrancy vulnerability because its visibility is private; it cannot be called through any other public functions. Attacker can't reach the function
0x308af1c4759dcb9f2ac2accdcd301862702df40f,Escrow.cancelTransaction,0.0,"Not REE, a private function, called by a function modified by onlyAllowed.",1.0,,,1.0,0.0,"
"
0x308af1c4759dcb9f2ac2accdcd301862702df40f,Escrow.createTokenTransaction,0.0,"Not REE, with onlyAllow modification.",1.0,,,0.0,0.0,No RE --- modifier
0x308af1c4759dcb9f2ac2accdcd301862702df40f,Escrow.releaseFunds,0.0,"Not REE, a private function called by a function modified by onlyAllowed.",1.0,,,1.0,1.0,---------- Reason for RE: releaseFunds can be called by release function. reentrancy because of following lines: Transaction storage transaction = transactions[_tag]; require(transaction.status == transactionStatus.Pending); ........................................................................................ .............................Code Logic......................................... ........................................................................................ transaction.status = transactionStatus.PendingR1; -- Reason for UX: token.transfer returns boolean value
0x308af1c4759dcb9f2ac2accdcd301862702df40f,Escrow.userRecover,0.0,"It is not REE, base and eternal are assigned values in the constructor.",,,1.0,0.0,0.0,"
"
0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec,EthTokenToSmthSwaps.createSwap,1.0,"It is REE, _token in the function parameters.",,,,1.0,0.0,"
"
0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec,EthTokenToSmthSwaps.createSwapTarget,1.0,"It is REE, _token in the function parameters.",,,,1.0,0.0,"
"
0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec,EthTokenToSmthSwaps.refund,1.0,"It is REE, and the _token coming from the function parameters causes the swap variable to be uncontrollable.",,,,1.0,0.0,"
"
0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec,EthTokenToSmthSwaps.withdraw,1.0,It is the same as REE above.,,,,1.0,1.0,---------- Reason for RE: swaps[_ownerAddress][msg.sender].balance
0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec,EthTokenToSmthSwaps.withdrawNoMoney,1.0,It is the same as REE above.,,,,1.0,0.0,"
"
0x3114b3312417b27a83bfd934764eee363d1e9325,Dice.__callback,0.0,"It is not REE, there is a require(msg.sender == oraclize_cb); protection.",1.0,,,0.0,1.0,--------
0x31718bcf61910b6760ec5fc6aaa8a6a0110af902,PepFarmer.reapFarm,0.0,"Not REE, object hardcoded. Transfer has a gas limit.",,,1.0,1.0,1.0,--------
0x32ed067fb79b38b65e1fdd2bcc8c81078b866c3b,$BITCOINReflections._transferFrom,0.0,"Not REE, has swapping protection.",1.0,,,0.0,0.0,"
"
0x32ed067fb79b38b65e1fdd2bcc8c81078b866c3b,DividendDistributor.distributeDividend,0.0,"Not REE, the address is credible. Transfer has a gas limit.",,,1.0,1.0,1.0,--------
0x32fd0a9206c6ada63ceb2738449261e3a876bbf6,Town.claimExternalTokens,1.0,"It is REE, external calls are uncontrollable. There may just be no attack risk.",,,,1.0,1.0,--------
0x32fd0a9206c6ada63ceb2738449261e3a876bbf6,Town.claimFunds,0.0,"Not REE, transfer has a gas limit.",,1.0,,1.0,0.0,"
"
0x32fd0a9206c6ada63ceb2738449261e3a876bbf6,Town.getTownTokens,0.0,"Not REE, transfer has a gas limit, and the _token value is assigned in a trusted constructor.",,1.0,1.0,1.0,1.0,--------
0x32fd0a9206c6ada63ceb2738449261e3a876bbf6,Town.remuneration,0.0,"It is not REE, the _token is assigned a value in the constructor.",,,1.0,1.0,1.0,RE -- if (restOfTokens < amount) {--------
0x356598a62aed83950e724db6e62b10b1027e33e2,RuneLock._releaseTokens,1.0,"It is REE, the _tokenAddress external parameter is uncontrollable. There may just be no attack risk.",,,,1.0,1.0,--------
0x356598a62aed83950e724db6e62b10b1027e33e2,RuneLock.lockTokens,1.0,"It is REE, and _tokenAddress is in the function parameters.",,,,1.0,0.0,RE --beneficiaryToReleaseTime
0x37238583c041a2f51964f23fde2710c4fbd29e9e,BATMO.determinePID,0.0,It is not REE; PlayerBook was hardcoded in the statement.,,,1.0,1.0,0.0,RE -- getPlayerName -- can callback
0x37238583c041a2f51964f23fde2710c4fbd29e9e,BATMO.endRound,0.0,It is not REE; ObokContract is assigned a value in the constructor.,,,1.0,1.0,1.0,---------- RE: state var rID_
0x372bf2843c4e4e2f6f7fba9e2e6dbe6adf2b760f,HayReflections.distributeDividend,0.0,"Not REE, the address is controllable. Transfer has a gas limit.",,1.0,,1.0,1.0,--------
0x372bf2843c4e4e2f6f7fba9e2e6dbe6adf2b760f,hayr._transfer,0.0,"Not REE, there is locktheSwap protection.",1.0,,,0.0,0.0,"
"
0x3775876e537df71b60061151b39bcfb638f832f5,DividendDistributor.distributeDividend,0.0,"It is not REE, there is a gas keyword.",,1.0,,0.0,0.0,No RE --- if(shares[shareholder].amount == 0){ return; } -- array issue
0x37e343f2cc245754595f1ae3656b460c35d636fb,BalanceManager.systemWithdraw,0.0,"It is not REE, there is Onlyserver.",1.0,,,0.0,1.0,No RE --- modifier---------- Reason for RE: gameToken can callback and get extra tokens; state var.: balances[userId] -- Reason for UX: gameToken.transfer() returns boolean value
0x37e343f2cc245754595f1ae3656b460c35d636fb,BalanceManager.withdraw,0.0,"Not REE, gameToken is controllable. Transfer has a gas limit.",,,1.0,1.0,1.0,---------- Reason for RE: balances[userId]
0x380e0f015c0a830dc5d25e5f99570ad0be275350,Button.close,0.0,"It is not REE, send has a gas limit; the factory is hardcoded during declaration.",,1.0,1.0,0.0,1.0,No RE --- special case with selfdestruct instruction--------
0x38721079a72030ab1817fb9e1aaa86ae0d08356f,Investment.removeFromPool,1.0,"It is REE, msg.sender will experience reentrancy.",,,,1.0,0.0,"
"
0x3c9bdc41ef0c823a43bd16fe2392a9217dc70215,LiquidityPool.migrateTokens,0.0,It is not REE; uniswapPair is hardcoded in the constructor.,,,1.0,1.0,0.0,"
"
0x3c9bdc41ef0c823a43bd16fe2392a9217dc70215,LiquidityPool.reinvestRewards,0.0,It is not REE; minter and uniswapPair are hardcoded in the constructor.,,,1.0,0.0,0.0,No RE --- array issue
