[INFO] | 2024-11-10 07:38:26 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Analysis started at: 2024-11-10 07:38:26 AM
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Processed function symbol
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Generating return summary for decimals
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Return summary generated for decimals
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Processed function decimals
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Generating return summary for constructor
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Return summary generated for constructor
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Range graph generated
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Processed function constructor
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Generating return summary for mul
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Return summary generated for mul
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Processed function mul
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Generating return summary for div
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Return summary generated for div
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Processed function div
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Generating return summary for mod
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Return summary generated for mod
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Processed function mod
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Generating return summary for isContract
[WARNING] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Can there be this kind of variables
[WARNING] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Can there be this kind of variables
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Return summary generated for isContract
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Processed function isContract
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Generating return summary for toPayable
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Return summary generated for toPayable
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Processed function toPayable
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Generating return summary for sendValue
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Return summary generated for sendValue
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Processed function sendValue
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Generating return summary for mint
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Return summary generated for mint
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Processed function mint
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Generating return summary for redeem
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Return summary generated for redeem
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Processed function redeem
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Generating return summary for exchangeRateStored
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Return summary generated for exchangeRateStored
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Processed function exchangeRateStored
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Generating return summary for mint
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Return summary generated for mint
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Processed function mint
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Generating return summary for burn
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Return summary generated for burn
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Processed function burn
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Generating return summary for assetBalanceOf
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Return summary generated for assetBalanceOf
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Processed function assetBalanceOf
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Generating return summary for getLendingPool
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Return summary generated for getLendingPool
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Processed function getLendingPool
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Generating return summary for deposit
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Return summary generated for deposit
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Processed function deposit
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Generating return summary for redeem
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Return summary generated for redeem
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Processed function redeem
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Generating return summary for recommend
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Return summary generated for recommend
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Processed function recommend
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Generating return summary for getAccountWei
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Return summary generated for getAccountWei
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Processed function getAccountWei
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Generating return summary for operate
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Return summary generated for operate
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Processed function operate
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Generating return summary for getLendingPool
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Return summary generated for getLendingPool
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Processed function getLendingPool
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Generating return summary for getLendingPoolCore
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Return summary generated for getLendingPoolCore
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Processed function getLendingPoolCore
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Generating return summary for constructor
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Return summary generated for constructor
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Processed function constructor
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Generating return summary for _msgSender
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Return summary generated for _msgSender
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Processed function _msgSender
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Generating return summary for _msgData
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Return summary generated for _msgData
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Processed function _msgData
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Generating return summary for owner
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Return summary generated for owner
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Processed function owner
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Generating return summary for _transferOwnership
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Return summary generated for _transferOwnership
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Range graph generated
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Processed function _transferOwnership
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Generating return summary for isContract
[WARNING] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Can there be this kind of variables
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Return summary generated for isContract
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Processed function isContract
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Range graph generated
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Processed function onlyOwner
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Generating return summary for constructor
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Return summary generated for constructor
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Processed function constructor
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Generating return summary for _msgSender
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Return summary generated for _msgSender
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Processed function _msgSender
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Generating return summary for _msgData
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Return summary generated for _msgData
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Processed function _msgData
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Generating return summary for owner
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Return summary generated for owner
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Processed function owner
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Generating return summary for _transferOwnership
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Return summary generated for _transferOwnership
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Range graph generated
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Processed function _transferOwnership
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Generating return summary for isContract
[WARNING] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Can there be this kind of variables
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Return summary generated for isContract
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Processed function isContract
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Generating return summary for constructor
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Return summary generated for constructor
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Range graph generated
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Processed function constructor
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Processed function totalSupply
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Processed function balanceOf
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Generating return summary for transfer
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Return summary generated for transfer
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Processed function transfer
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Generating return summary for allowance
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Return summary generated for allowance
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Processed function allowance
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Generating return summary for approve
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Return summary generated for approve
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Processed function approve
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Processed function transferFrom
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Generating return summary for constructor
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Return summary generated for constructor
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Range graph generated
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Processed function constructor
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Generating return summary for name
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Return summary generated for name
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Processed function name
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Generating return summary for symbol
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Return summary generated for symbol
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Processed function symbol
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Generating return summary for decimals
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Return summary generated for decimals
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Processed function decimals
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0x1ba35631c69a1363769d2b3e4a9d5c7020b3e520 | State variable assignement do not exist
