[INFO] | 2024-11-10 07:38:46 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Analysis started at: 2024-11-10 07:38:46 AM
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for changeRequirement
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Range graph generated
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function changeRequirement
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for changeOwner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for changeOwner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Range graph generated
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function changeOwner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for addOwner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for addOwner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Range graph generated
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function addOwner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for removeOwner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for removeOwner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Range graph generated
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function removeOwner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for changeRequirement
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for changeRequirement
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Range graph generated
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function changeRequirement
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for daylimit
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for daylimit
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Range graph generated
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function daylimit
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for underLimit
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for underLimit
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Range graph generated
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function underLimit
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for setDailyLimit
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for setDailyLimit
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Range graph generated
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function setDailyLimit
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for resetSpentToday
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for resetSpentToday
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Range graph generated
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function resetSpentToday
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for create
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for doCreate
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for doCreate
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for create
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function create
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for clearPending
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for clearPending
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function clearPending
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for daylimit
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for daylimit
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Range graph generated
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function daylimit
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for underLimit
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for underLimit
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Range graph generated
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function underLimit
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for setDailyLimit
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for setDailyLimit
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Range graph generated
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function setDailyLimit
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for resetSpentToday
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for resetSpentToday
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Range graph generated
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function resetSpentToday
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for kill
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for kill
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function kill
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for Wallet
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for Wallet
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Range graph generated
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function Wallet
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for confirm
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for confirm
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function confirm
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for changeOwner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for changeOwner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Range graph generated
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function changeOwner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for addOwner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for addOwner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Range graph generated
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function addOwner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for removeOwner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for removeOwner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Range graph generated
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function removeOwner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for changeRequirement
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for changeRequirement
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Range graph generated
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function changeRequirement
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Generating return summary for execute
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Return summary generated for execute
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Range graph generated
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Processed function execute
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Value Range Analysis took 0.081572 seconds
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Value Range Analysis finished
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Dependency detection started!
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Dependency detection finished!
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Static Analysis took 5.478238 seconds
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Dependency does not exist
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Analysis finished!
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Analysis took 5.478864 seconds
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x00fe8ef58dc8282cac6e1d275acf0821c5084e88 | Analysis finished at: 2024-11-10 07:38:51 AM
