[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Analysis started at: 2024-11-10 07:37:21 AM
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Range graph generated
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function transferOwnership
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for getReleasedBalance
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for getReleasedBalance
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function getReleasedBalance
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for isStarted
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for isStarted
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function isStarted
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for isEnded
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for isEnded
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function isEnded
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for returnTokenMulti
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for returnTokenMulti
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Range graph generated
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function returnTokenMulti
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for addRaiseTapProposal
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for addRaiseTapProposal
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Range graph generated
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function addRaiseTapProposal
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for addDestructionProposal
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for addDestructionProposal
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Range graph generated
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function addDestructionProposal
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for getAvailableBalance
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for getAvailableBalance
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function getAvailableBalance
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for updateReleasedBalance
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for updateReleasedBalance
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Range graph generated
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function updateReleasedBalance
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for withdraw
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for withdraw
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Range graph generated
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function withdraw
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for raiseTap
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for raiseTap
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Range graph generated
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function raiseTap
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for selfDestruction
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for selfDestruction
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Range graph generated
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function selfDestruction
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Generating return summary for finalizeVoting
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Return summary generated for finalizeVoting
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Range graph generated
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Processed function finalizeVoting
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Value Range Analysis took 0.044221 seconds
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Value Range Analysis finished
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Dependency detection started!
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Dependency detection finished!
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Static Analysis took 5.710006 seconds
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Dependency does not exist
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Analysis finished!
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Analysis took 5.710296 seconds
[INFO] | 2024-11-10 07:37:27 AM | analyzer.0x136e99a415957fc3f23e0a6885b22bcd0c475ab4 | Analysis finished at: 2024-11-10 07:37:27 AM
