[INFO] | 2024-11-10 07:38:32 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Analysis started at: 2024-11-10 07:38:32 AM
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Value Range Analysis finished
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Dependency detection started!
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Dependency detection finished!
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Static Analysis took 2.573287 seconds
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Dependency does not exist
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Analysis finished!
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Analysis took 2.573596 seconds
[INFO] | 2024-11-10 07:38:34 AM | analyzer.0x6d84769b1e287a27f282a938c8110b22714dbf78 | Analysis finished at: 2024-11-10 07:38:34 AM

real	0m4.408s
user	0m5.122s
sys	0m2.237s
