[INFO] | 2024-11-10 07:39:51 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Analysis started at: 2024-11-10 07:39:51 AM
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Processed function totalSupply
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Processed function balanceOf
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Generating return summary for allowance
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Return summary generated for allowance
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Processed function allowance
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Generating return summary for approve
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Return summary generated for approve
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Processed function approve
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Generating return summary for transfer
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Return summary generated for transfer
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Range graph generated
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Processed function transfer
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Range graph generated
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Processed function transferFrom
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Generating return summary for transferAnyERC20Token
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Return summary generated for transferAnyERC20Token
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Processed function transferAnyERC20Token
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Range graph generated
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Processed function transferOwnership
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Range graph generated
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Processed function transferOwnership
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Generating return summary for preOrder
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Return summary generated for preOrder
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Range graph generated
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Processed function preOrder
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Generating return summary for confirmOrder
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Return summary generated for confirmOrder
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Range graph generated
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Processed function confirmOrder
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Generating return summary for approveAndCall
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Return summary generated for approveAndCall
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Range graph generated
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Processed function approveAndCall
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Value Range Analysis took 0.018351 seconds
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Value Range Analysis finished
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Dependency detection started!
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Dependency detection finished!
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Static Analysis took 2.401396 seconds
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Dependency does not exist
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Analysis finished!
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Analysis took 2.401591 seconds
[INFO] | 2024-11-10 07:39:54 AM | analyzer.0x0f7f8ca2c9b617b4dabb1a16c3e2dc5d83faf907 | Analysis finished at: 2024-11-10 07:39:54 AM

real	0m3.883s
user	0m5.208s
sys	0m2.812s
