[INFO] | 2024-11-10 07:37:57 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Analysis started at: 2024-11-10 07:37:57 AM
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Value Range Analysis finished
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Dependency detection started!
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Dependency detection finished!
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Static Analysis took 2.976994 seconds
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Dependency does not exist
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Analysis finished!
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Analysis took 2.977284 seconds
[INFO] | 2024-11-10 07:38:00 AM | analyzer.0x530a9cceee0c45f58229ae5c256e414e6df957ad | Analysis finished at: 2024-11-10 07:38:00 AM
