[INFO] | 2024-11-10 07:38:11 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Analysis started at: 2024-11-10 07:38:11 AM
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function onlyOwner
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for whenNotPaused
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for whenNotPaused
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function whenNotPaused
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for whenPaused
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for whenPaused
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function whenPaused
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for Ownable
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for Ownable
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Range graph generated
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function Ownable
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for forwardFunds
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for forwardFunds
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function forwardFunds
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for withdrawEth
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for withdrawEth
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function withdrawEth
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Range graph generated
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function onlyOwner
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for whenNotPaused
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for whenNotPaused
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function whenNotPaused
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for whenPaused
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for whenPaused
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function whenPaused
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for onlyAssetsOwners
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for onlyAssetsOwners
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function onlyAssetsOwners
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for transfer
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for transfer
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Range graph generated
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function transfer
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for transfer
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for transfer
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Range graph generated
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function transfer
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Range graph generated
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function transferFrom
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for decreaseApproval
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for decreaseApproval
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Range graph generated
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function decreaseApproval
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for transfer
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for transfer
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Range graph generated
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function transfer
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Range graph generated
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function transferFrom
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for decreaseApproval
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for decreaseApproval
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Range graph generated
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function decreaseApproval
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for increaseApproval
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for increaseApproval
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Range graph generated
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function increaseApproval
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for increaseApproval
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for increaseApproval
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Range graph generated
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function increaseApproval
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for addToWhitelist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for addToWhitelist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Range graph generated
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function addToWhitelist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for addToWhitelist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for addToWhitelist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Range graph generated
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function addToWhitelist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for getBalance
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for getBalance
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function getBalance
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for getBalanceContract
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for getBalanceContract
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function getBalanceContract
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for getTokenBalance
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for getTokenBalance
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function getTokenBalance
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for getBalanceContract
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for getBalanceContract
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function getBalanceContract
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for getTokenBalance
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for getTokenBalance
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function getTokenBalance
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Range graph generated
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function transferOwnership
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Range graph generated
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function transferOwnership
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for pause
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for pause
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Range graph generated
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function pause
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for unpause
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for unpause
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Range graph generated
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function unpause
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Range graph generated
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function transferOwnership
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for setPresaleCont
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for setPresaleCont
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Range graph generated
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function setPresaleCont
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for addAssetsOwner
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for addAssetsOwner
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Range graph generated
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function addAssetsOwner
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for removeAssetsOwner
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for removeAssetsOwner
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Range graph generated
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function removeAssetsOwner
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for getAssetsOwners
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for getAssetsOwners
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function getAssetsOwners
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for addHolder
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for addHolder
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Range graph generated
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function addHolder
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for getEthRaised
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for getEthRaised
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function getEthRaised
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Range graph generated
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function transferOwnership
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for pause
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for pause
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Range graph generated
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function pause
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for unpause
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for unpause
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Range graph generated
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function unpause
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for startPresale
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for startPresale
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Range graph generated
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function startPresale
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for endPresale
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for endPresale
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Range graph generated
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function endPresale
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for setEndSaleDate
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for setEndSaleDate
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Range graph generated
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function setEndSaleDate
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for setEndDate
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for setEndDate
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Range graph generated
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function setEndDate
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Range graph generated
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function transferOwnership
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for pause
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for pause
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Range graph generated
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function pause
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for unpause
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for unpause
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Range graph generated
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function unpause
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for startPresale
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for startPresale
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Range graph generated
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function startPresale
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for endPresale
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for endPresale
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Range graph generated
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function endPresale
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Generating return summary for setEndSaleDate
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Return summary generated for setEndSaleDate
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Range graph generated
[INFO] | 2024-11-10 07:38:19 AM | analyzer.0x94554c78bd90dc7047f1a400dd3c5730991d9484 | Processed function setEndSaleDate
