[INFO] | 2024-11-10 07:40:08 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Analysis started at: 2024-11-10 07:40:08 AM
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Range graph generated
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function transferOwnership
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for destroy
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for destroy
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function destroy
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for claimOwnership
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for claimOwnership
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Range graph generated
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function claimOwnership
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for post
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for post
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function post
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for post
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for post
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function post
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Range graph generated
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function transferOwnership
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for destroy
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for destroy
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function destroy
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for claimOwnership
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for claimOwnership
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Range graph generated
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function claimOwnership
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for post
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for post
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function post
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Range graph generated
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function transferOwnership
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for destroy
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for destroy
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function destroy
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for claimOwnership
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for claimOwnership
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Range graph generated
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function claimOwnership
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Range graph generated
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function transferOwnership
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for destroy
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for destroy
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function destroy
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for claimOwnership
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for claimOwnership
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Range graph generated
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function claimOwnership
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Range graph generated
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function transferOwnership
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for destroy
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for destroy
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function destroy
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for claimOwnership
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for claimOwnership
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Range graph generated
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function claimOwnership
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for post
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for post
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function post
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Generating return summary for post
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Return summary generated for post
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Processed function post
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Value Range Analysis took 0.037434 seconds
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Value Range Analysis finished
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Dependency detection started!
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Dependency detection finished!
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Static Analysis took 1.841009 seconds
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Dependency does not exist
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Analysis finished!
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Analysis took 1.841475 seconds
[INFO] | 2024-11-10 07:40:10 AM | analyzer.0xecbed48098c4f25a16195c45ddf5fd736e28b14b | Analysis finished at: 2024-11-10 07:40:10 AM
