[INFO] | 2024-11-10 07:38:58 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Analysis started at: 2024-11-10 07:38:58 AM
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for whenNotPaused
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function whenNotPaused
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for whenPaused
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for whenPaused
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function whenPaused
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for Ownable
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for Ownable
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Range graph generated
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function Ownable
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for forwardFunds
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for forwardFunds
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function forwardFunds
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for withdrawEth
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for withdrawEth
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function withdrawEth
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for getEthRaised
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for getEthRaised
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function getEthRaised
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Range graph generated
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function onlyOwner
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for whenNotPaused
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for whenNotPaused
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function whenNotPaused
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for whenPaused
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for whenPaused
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function whenPaused
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for onlyAssetsOwners
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for onlyAssetsOwners
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function onlyAssetsOwners
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for transfer
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for transfer
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Range graph generated
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function transfer
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for transfer
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for transfer
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Range graph generated
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function transfer
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Range graph generated
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function transferFrom
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for decreaseApproval
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for decreaseApproval
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Range graph generated
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function decreaseApproval
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for transfer
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for transfer
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Range graph generated
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function transfer
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Range graph generated
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function transferFrom
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for decreaseApproval
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for decreaseApproval
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Range graph generated
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function decreaseApproval
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for increaseApproval
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for increaseApproval
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Range graph generated
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function increaseApproval
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for increaseApproval
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for increaseApproval
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Range graph generated
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function increaseApproval
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for addToWhitelist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for addToWhitelist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Range graph generated
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function addToWhitelist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for getBalanceContract
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for getBalanceContract
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function getBalanceContract
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for getBalance
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for getBalance
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function getBalance
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for getBalanceContract
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for getBalanceContract
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function getBalanceContract
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for getTokenBalance
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for getTokenBalance
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function getTokenBalance
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Range graph generated
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function transferOwnership
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Range graph generated
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function transferOwnership
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for setToken
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for setToken
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Range graph generated
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function setToken
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for addAssetsOwner
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for addAssetsOwner
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Range graph generated
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function addAssetsOwner
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for removeAssetsOwner
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for removeAssetsOwner
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Range graph generated
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function removeAssetsOwner
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for getAssetsOwners
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for getAssetsOwners
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function getAssetsOwners
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for changeHold
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for changeHold
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Range graph generated
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function changeHold
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for addHolder
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for addHolder
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Range graph generated
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function addHolder
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Range graph generated
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function transferOwnership
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for pause
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for pause
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Range graph generated
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function pause
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for unpause
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for unpause
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Range graph generated
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function unpause
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Range graph generated
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function transferOwnership
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for pause
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for pause
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Range graph generated
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function pause
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for unpause
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for unpause
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Range graph generated
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function unpause
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for setToken
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for setToken
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Range graph generated
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function setToken
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for startPresale
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for startPresale
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Range graph generated
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function startPresale
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for endPresale
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for endPresale
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Range graph generated
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function endPresale
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for setPrice
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for setPrice
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Range graph generated
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function setPrice
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for setEndSaleDate
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for setEndSaleDate
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Range graph generated
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function setEndSaleDate
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for setEndDate
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for setEndDate
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Range graph generated
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function setEndDate
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for setMinimalContribution
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for setMinimalContribution
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Range graph generated
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function setMinimalContribution
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for addAssetsOwner
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for addAssetsOwner
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Range graph generated
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function addAssetsOwner
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for removeAssetsOwner
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for removeAssetsOwner
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Range graph generated
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function removeAssetsOwner
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for getAssetsOwners
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for getAssetsOwners
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function getAssetsOwners
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for unlockTokens
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for unlockTokens
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Range graph generated
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function unlockTokens
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Generating return summary for returnTokens
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Return summary generated for returnTokens
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Range graph generated
[INFO] | 2024-11-10 07:39:04 AM | analyzer.0xe85083dec29ca5287a00a29f667a8c5489cdf297 | Processed function returnTokens
