[INFO] | 2024-11-10 07:37:29 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Analysis started at: 2024-11-10 07:37:29 AM
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Processed function SendERC20ToAsset
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Value Range Analysis took 0.027578 seconds
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Value Range Analysis finished
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Dependency detection started!
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Dependency detection finished!
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Static Analysis took 2.796096 seconds
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Dependency does not exist
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Analysis finished!
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Analysis took 2.796504 seconds
[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x4470887011bbf1e196b62020266aa5ae1081bd70 | Analysis finished at: 2024-11-10 07:37:32 AM
