[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Analysis started at: 2024-11-10 07:40:16 AM
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Processed function changeRequirement
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Generating return summary for changeOwner
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Return summary generated for changeOwner
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Range graph generated
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Processed function changeOwner
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Generating return summary for addOwner
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Return summary generated for addOwner
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Range graph generated
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Processed function addOwner
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Generating return summary for removeOwner
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Return summary generated for removeOwner
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Range graph generated
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Processed function removeOwner
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Generating return summary for changeRequirement
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Return summary generated for changeRequirement
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Range graph generated
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Processed function changeRequirement
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Generating return summary for daylimit
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Return summary generated for daylimit
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Range graph generated
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Processed function daylimit
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Generating return summary for underLimit
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Return summary generated for underLimit
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Range graph generated
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Processed function underLimit
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Generating return summary for setDailyLimit
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Return summary generated for setDailyLimit
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Range graph generated
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Processed function setDailyLimit
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Generating return summary for resetSpentToday
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Return summary generated for resetSpentToday
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Range graph generated
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Processed function resetSpentToday
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Generating return summary for clearPending
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Return summary generated for clearPending
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Processed function clearPending
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Generating return summary for daylimit
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Return summary generated for daylimit
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Range graph generated
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Processed function daylimit
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Generating return summary for underLimit
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Return summary generated for underLimit
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Range graph generated
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Processed function underLimit
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Generating return summary for confirm
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Return summary generated for confirm
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Processed function confirm
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Generating return summary for setDailyLimit
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Return summary generated for setDailyLimit
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Range graph generated
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Processed function setDailyLimit
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Generating return summary for resetSpentToday
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Return summary generated for resetSpentToday
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Range graph generated
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Processed function resetSpentToday
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Generating return summary for kill
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Return summary generated for kill
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Processed function kill
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Generating return summary for Wallet
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Return summary generated for Wallet
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Range graph generated
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Processed function Wallet
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Generating return summary for changeOwner
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Return summary generated for changeOwner
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Range graph generated
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Processed function changeOwner
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Generating return summary for addOwner
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Return summary generated for addOwner
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Range graph generated
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Processed function addOwner
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Generating return summary for removeOwner
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Return summary generated for removeOwner
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Range graph generated
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Processed function removeOwner
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Generating return summary for changeRequirement
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Return summary generated for changeRequirement
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Range graph generated
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Processed function changeRequirement
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Generating return summary for execute
[WARNING] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | No lvalue eligible assignment, is this some bug!
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Return summary generated for execute
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Range graph generated
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Processed function execute
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Value Range Analysis took 0.062077 seconds
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Value Range Analysis finished
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Dependency detection started!
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Dependency detection finished!
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Static Analysis took 3.814648 seconds
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Dependency does not exist
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Analysis finished!
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Analysis took 3.814857 seconds
[INFO] | 2024-11-10 07:40:20 AM | analyzer.0x0c8f5a446e8df687dfa460d743cf3fc73a6b1676 | Analysis finished at: 2024-11-10 07:40:20 AM
