Smart Contract,Function Name,RENT,UE,is_student,Comments
0x2c125240e472e752bcfd1627ff7632b6c5265b2e,Bussiness.setPriceFeeHBWALLET,1,,0,
0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b,Escrow.fundICO,0,0,1,No REENT ---  if (msg.sender != addressSCICO || tx.origin != owner) {-------- 
0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b,ICO.finalize,0,,0,No REENT --- onlyOwner 
0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b,Tokens.refundTokens,0,,0,No REENT --- validate does not reenter
0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b,Tokens.transfer,0,,0,No REENT --- validate does not reenter
0x2cc6ca9c3023a6a876fd54a03f68281c7aad0e8b,Tokens.transferFrom,0,,0,No REENT --- validate does not reenter
0x2cf5694906bdd80f33bac7cb80183f1c61bc5be2,PaymentProcessor.processPayment,0,,0,No REENT --- onlyMonetha
0x2d5df43d54ae164a912db8de092cf707b446f693,CA_BANK.Collect,1,0,1,--------
0x2e09a70dca6ab05505b26382003912783e588f9c,PhantomProject.swapAndLiquify,0,1,1,No REENT --- modifier ensures that function won't reenter--------
0x2e6d72d5948c0cb0b9ac1adc2034e16d02cdabda,MILADYXP._transfer,0,,0,
0x300af88747b3f913012753071f209b48b30ea1ac,BabyApe._transfer,0,,0,
0x300af88747b3f913012753071f209b48b30ea1ac,DividendDistributor.distributeDividend,1,0,1,--------
0x308af1c4759dcb9f2ac2accdcd301862702df40f,Escrow.cancelTokenTransaction,1,1,1,---------- It does not have reentrancy vulnerability because its visibility is private; it cannot be called through any other public functions. Attacker can't reach the function
0x308af1c4759dcb9f2ac2accdcd301862702df40f,Escrow.cancelTransaction,1,,0,
0x308af1c4759dcb9f2ac2accdcd301862702df40f,Escrow.createTokenTransaction,0,,0,No REENT --- modifier
0x308af1c4759dcb9f2ac2accdcd301862702df40f,Escrow.releaseFunds,1,1,1,---------- Reason for RENT: releaseFunds can be called by release function. reentrancy because of following lines: Transaction storage transaction = transactions[_tag]; require(transaction.status == transactionStatus.Pending); ........................................................................................ .............................Code Logic......................................... ........................................................................................ transaction.status = transactionStatus.PendingR1; -- Reason for UE: token.transfer returns boolean value
0x308af1c4759dcb9f2ac2accdcd301862702df40f,Escrow.userRecover,0,,0,
0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec,EthTokenToSmthSwaps.createSwap,1,,0,
0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec,EthTokenToSmthSwaps.createSwapTarget,1,,0,
0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec,EthTokenToSmthSwaps.refund,1,,0,
0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec,EthTokenToSmthSwaps.withdraw,1,0,1,---------- Reason for REENT: swaps[_ownerAddress][msg.sender].balance
0x30f85ebcfac9f6dd69503955e95ab7f55fa3fdec,EthTokenToSmthSwaps.withdrawNoMoney,1,,0,
0x3114b3312417b27a83bfd934764eee363d1e9325,Dice.__callback,0,0,1,--------
0x31718bcf61910b6760ec5fc6aaa8a6a0110af902,PepFarmer.reapFarm,1,1,1,--------
0x32ed067fb79b38b65e1fdd2bcc8c81078b866c3b,$BITCOINReflections._transferFrom,0,,0,
0x32ed067fb79b38b65e1fdd2bcc8c81078b866c3b,DividendDistributor.distributeDividend,1,1,1,--------
0x32fd0a9206c6ada63ceb2738449261e3a876bbf6,Town.claimExternalTokens,1,1,1,--------
0x32fd0a9206c6ada63ceb2738449261e3a876bbf6,Town.claimFunds,1,,0,
0x32fd0a9206c6ada63ceb2738449261e3a876bbf6,Town.getTownTokens,1,1,1,--------
0x32fd0a9206c6ada63ceb2738449261e3a876bbf6,Town.remuneration,1,0,1,REENT -- if (restOfTokens < amount) {--------
0x356598a62aed83950e724db6e62b10b1027e33e2,RuneLock._releaseTokens,1,1,1,--------
0x356598a62aed83950e724db6e62b10b1027e33e2,RuneLock.lockTokens,1,,0,REENT --beneficiaryToReleaseTime
0x37238583c041a2f51964f23fde2710c4fbd29e9e,BATMO.determinePID,1,,0,REENT -- getPlayerName -- can callback
0x37238583c041a2f51964f23fde2710c4fbd29e9e,BATMO.endRound,1,1,1,---------- REENT: state var rID_
0x372bf2843c4e4e2f6f7fba9e2e6dbe6adf2b760f,HayReflections.distributeDividend,1,1,1,--------
0x372bf2843c4e4e2f6f7fba9e2e6dbe6adf2b760f,hayr._transfer,0,,0,
0x3775876e537df71b60061151b39bcfb638f832f5,DividendDistributor.distributeDividend,0,,0,No REENT --- if(shares[shareholder].amount == 0){ return; } -- array issue
0x37e343f2cc245754595f1ae3656b460c35d636fb,BalanceManager.systemWithdraw,0,1,1,No REENT --- modifier---------- Reason for REENT: gameToken can callback and get extra tokens; state var.: balances[userId] -- Reason for UE: gameToken.transfer() returns boolean value
0x37e343f2cc245754595f1ae3656b460c35d636fb,BalanceManager.withdraw,1,0,1,---------- Reason for REENT: balances[userId]
0x380e0f015c0a830dc5d25e5f99570ad0be275350,Button.close,0,0,1,No REENT --- special case with selfdestruct instruction--------
0x38721079a72030ab1817fb9e1aaa86ae0d08356f,Investment.removeFromPool,1,,0,
0x3c9bdc41ef0c823a43bd16fe2392a9217dc70215,LiquidityPool.migrateTokens,1,,0,
0x3c9bdc41ef0c823a43bd16fe2392a9217dc70215,LiquidityPool.reinvestRewards,0,,0,No REENT --- array issue
0x3f513977cd827428e0459fdef7217cd6272dc893,KittenSelfDrop2.fallback,1,1,1,"---------- Reason for reentrancy vuln:  1. require (participants[msg.sender] < dropNumber && kittensRemainingToDrop > basicReward); --> checked before external call 2. kittenContract.transfer(msg.sender; tokensIssued); participants[msg.sender] = dropNumber; kittensRemainingToDrop -= tokensIssued; kittensDroppedToTheWorld += tokensIssued; --> updated after external call transfer() -- Reason for UE: transfer function declared in ""contract KittenCoin"" returns boolean"
0x400e115f1be2b646139c298272a43b2cff2b127e,PiggY_BANK.Collect,1,0,1,---------- Reason for REENT: State variable acc.balance
0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a,CrwdTimelock.release,1,0,1,---------- Reason for REENT: State variable balances[_beneficiary]-- Reason for no UE: transfer function defined in token contract always return true; no need to check the return value
0x41021442eab722c0a52c61738550faabfd0fca4e,Crowdsale.fallback,0,0,1,---------- Reason for no UE: tokenreward.transfer() does not return any value
0x42a4a749123469ca6a8b6ca494b1953076a26ef7,SendTokensContract.withdrawTokens,1,0,1,---------- Reason for no UE: token.transfer() does not return any value
0x4470887011bbf1e196b62020266aa5ae1081bd70,Deposit.ClaimMTU,1,,0,
0x4470887011bbf1e196b62020266aa5ae1081bd70,Redeem.RedeemMTU,1,1,1,---------- Reason for REENT: state variable Redeemer[msg.sender]; withdrawVal is calulated based on Redeemer[msg.sender] -- Reason for UE: tokenFunction.transfer() returns boolean value
0x463f235748bc7862deaa04d85b4b16ac8fafef39,PrivateBank.CashOut,1,0,1,---------- Reason for REENT: state var. balances[msg.sender]
0x465cd6299775dc459a23c80997d2664656be9780,SafeDif.distributeRef,0,,0,No REENT --- array issue player_[_affID2].aff is updated and dependency on other
0x465cd6299775dc459a23c80997d2664656be9780,SafeDif.withdraw,1,1,1,---------- Reason for REENT: state var. player_[uid].plans[i].isClose
0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407,DecentralizedExchangeHotPotato.buy,0,,0,No REENT --- dynamic No REENT
0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407,DecentralizedExchangeHotPotato.revoke,1,0,1,---------- Reason for no UE : Issuer.transfer does not return any value; so no need to check
0x470142a1834438515b757118f322703aba6e1e05,PolicyPalNetworkAirdrop.signatureDropMultipleAmount,0,0,1,No REENT --- onlyAdmin---------- Not UE because they have used assert -- Reason for no RENT: modifier onlyOwner
0x470142a1834438515b757118f322703aba6e1e05,PolicyPalNetworkAirdrop.twitterDropMultipleAmount,0,0,1,"No REENT --- onlyAdmin--------Reentranct contract because of the line ""twitterdrops[recipient] = true;"""
0x479cbe1f6a7fa4d7e304ae983803c46e85ced870,Slaughter3D.tryFinalizeStage,1,,0,
0x4b71ad9c1a84b9b643aa54fdd66e2dec96e8b152,airPort.transfer,1,1,1,--------Reentrancy Vulnerability:- The function uses a loop to make external contract calls within the the loop using 'caddress.call(id;from;_tos;v);'. This cause to a reenterancy vulnerablity if the called contracts have a fallback function that allows external call if they modify their own state in an unsafe way. If the malicious contract is among the '_tos' addresses and reenters the 'transfer' function before it completes; it can manipulate the contracts state. To prevent reentrancy attacks the user should create checks-effects-interactions patterns.
0x4bb12d68c795462c12ec30ad82421218d9c32a7d,Crowdsale.safeWithdrawal,0,,0,"No REENT --- if (fundingGoalReached && beneficiary == msg.sender) -- will be executed only if first if fails. It is like: ""else if"""
0x4e61ba9c25d43e802c6be8d160432e4989dea1fc,IOU.withdraw,0,0,1,No REENT --- seem like multi call but calls are different---------- It does not have UE --> token.transfer does not return boolean; no need to check
0x4e73b32ed6c35f570686b89848e5f39f20ecc106,PRIVATE_ETH_CELL.Collect,1,0,1,--------Reason for REENT: state var. balances[msg.sender]
0x4f0499f4da2d75d03fcc2dc2d97ffae976246809,VestingContractWT.transfer,1,0,1,---------- Reason for REENT: state vars. account_data[msg.sender].current_transferred and account_data[msg.sender].current_balance
0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8,AuctionContract.closeAuction,1,1,1,No REENT --- assert(msg.sender == winner) -- However state variable winner can be written by a public function. ---------- Reason for REENT: state var. isActive -- Reason for UE:  auctioneer.createAuctionContract() can fail
0x530a9cceee0c45f58229ae5c256e414e6df957ad,ABIO_BaseICO.burnRestTokens,1,,0,
0x533411c7c401ee3a136ddc7a2fc95d6624c9e041,VestingContractWTTEST.transfer,1,0,1,---------- Reason for REENT: state vars. account_data[msg.sender].current_transferred and account_data[msg.sender].current_balance
0x561eac93c92360949ab1f1403323e6db345cbf31,BANK_SAFE.Collect,1,0,1,--------
0x57acbe7bf11b8a4584403cc900e230a18a7ab138,Locker.unlock,0,0,1,No REENT --- transfer to fixed address ---------- Reason for no REENT: receiver is fixed and attacker cannot change the value of receiver
0x58ed44f46c279f30fd0a0724d3fed4bc18b11bb0,BoomerangLiquidity.payout,1,1,1,----------- participants[payoutOrder].etherAddress.call.value(payoutToSend).gas(1000000)(); --> Can fail; so UE is there
0x5c430fa24f782cf8156ca97208c42127b17b0494,HackDao.__callback,1,0,1,---------- Reason for REENT: 		if (results[myid] == 2 OR results[myid] == 1) throw; //this game already run? results[myid] is getting set in the function
0x5f38c57b268664015de387229bc9d3822b53ec32,v1Migration.migrate,1,,0,REENT -- mintCard()
0x60de9d9b062595cf10bc3fbf9ed5a6104befe882,WWW_WALLET.Collect,1,0,1,---------- Reason for REENT: State var. acc.balance
0x61683dfbe07e98a4edbddc2f1f1a44a75fa74912,BDSM_Crowdsale.fallback,1,0,1,---------- Reason for REENT: State var. crowdsaleClosed
0x62500ad71aa50744bbd4917d1a64938897e952bf,C_bAnK.Collect,1,0,1,---------- Reason for REENT: State variable acc.balance
0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839,TokenBank.WithdrawToHolder,0,0,1,No REENT --- onlyOwner---------- No REENT --> because of onlyOwner modifier
0x62b01d0aeb16656aff7a7632c3a61c8b069a8928,TopInvest125.pay,1,,0,
0x62f49e904af170ea377f399aca76c13ff25a6f5e,TrustlessOTC.cancelTrade,0,0,1,No REENT --- array issue--------
0x62f49e904af170ea377f399aca76c13ff25a6f5e,TrustlessOTC.take,1,0,1,---------- Reason for REENT : o.active
0x644417f540bf96fd218287454501b2eb13c83295,Dividends.fallback,1,0,1,---------- Reason for REENT: users[user]
0x652729577d5c5a13060f81c256aa79adb264f188,VNETTokenPreSale.fallback,1,0,1,---------- No UE: msg.sender.transfer() does not return any value; it throws exception on failing -- REENT: State var. ratioNext
0x6cd171ef32b2ffa2b54481bea9d72692cd44f053,Crowdsale.fallback,1,0,1,--------Reason for RENT: Event TokenFree(tokenFree); will have different values in two different invocations (one with reentrancy and one without reentrancy). Ref: https://github.com/crytic/slither/wiki/Detector-Documentation#reentrancy-vulnerabilities-3
0x6d84769b1e287a27f282a938c8110b22714dbf78,ABIO_BaseICO.burnRestTokens,1,,0,
0x6e3c384480e71792948c29e9fc8d7b9c9d75ae8f,p_bank.Collect,1,0,1,--------
0x7183169973eda16209f66a602f2e27e1303bf414,BoomerangLiquidity.payout,1,1,1,---------- Reason for UE: participants[payoutOrder].etherAddress.call.value(payoutToSend).gas(1000000)();-- Reason for REENT: Attacker can reenter through etherAddress.call.value() and before payoutOrder is updated. payoutToSend is calculated based on payoutOrder variable. That is used to send Ether.
0x71aaf9dc418e9dde76aee42e431fc203d9cfd0c2,VestingContractWTTEST.transfer,1,0,1,---------- Reason for REENT: 1. we_test_token.transfer(); 2. account_data[msg.sender].current_transferred and account_data[msg.sender].current_balance
0x72bf3030e276a96539143551bd8f91aff699bf7c,LotteryGameLogic.finalizeRound,0,0,1,No REENT --- onlyOwner---------- Reason for no REENT: modifier onlyOwner
0x72f41244e09b3b2f09d9e2f5f1184fa8bd6b4a1e,EasySmart.withdraw,1,1,1,---------- Reason for UE: sender.send()-- Reason for REENT: player_[rId_][uid].plans[i].isClose = bClose;
0x730f8c40a08d02349a2d64e3193cf207a2a2dfe7,PG_Bank.Collect,1,0,1,---------- Reason for REENT: State var. acc.balance
0x774853153c3cc175a3606c58d6f27f6b57e72fd3,c_BANK.Collect,1,0,1,---------- Reason for REENT: State variable acc.balance
0x78e6d2bfe731e578a50a4129df89bb4950591d18,Swap.fallback,1,1,1,---------- It stores true in the check[msg.sender] variable after it sends the the amount to the beneficiary which will cause reentrancy if the fallback function calls it again. -- Rentrancy vulnerability because of check[msg.sender] variable
0x79e784a77254aedbc6488ce0001abee487b1d88d,Y_WALLET.Collect,1,0,1,---------- Reason for RENT --> state var. acc.balance
0x7fe180e63198e50057c3f2817d058e8904c650e3,Conference.refundTicket,1,1,1,---------- Reason for REENT: State Variable registrantsPaid[recipient]
0x84cd9cf60bcb44f7bab8b75e6f03614c2c3b22b7,ESmart.pay,1,,0,
0x8a1190c9a21ccc195a943ec9ee434620461b46b2,HeroAuction.orderOnFightAuction,1,,0,
0x8a1190c9a21ccc195a943ec9ee434620461b46b2,HeroAuction.orderOnSaleAuction,1,,0,REENT -- order can reenter
0x8a1190c9a21ccc195a943ec9ee434620461b46b2,HeroFighting._fight,1,,0,
0x8a1190c9a21ccc195a943ec9ee434620461b46b2,HeroLedger.collect,1,0,1,---------- Reason for REENT: erc20.transfer() is not defined in the contract; it can have external calls; state var. ownerIndexToERC20Balance[msg.sender]
0x8a1190c9a21ccc195a943ec9ee434620461b46b2,HeroLedger.withdrawERC20Balance,0,1,1,No REENT --- onlyLeader---------- Reason for REENT: state var totalBalance and totalUsed
0x8c7777c45481dba411450c228cb692ac3d550344,ETH_VAULT.CashOut,1,0,1,---------- Reason for REENT: State variable balances[msg.sender]
0x8c944c3f4029c14c22b6525ac3155482c2559541,BDSM_Presale.fallback,1,0,1,--------
0x8e3e25958ad448aeb5982a01b63bcb91355d56a5,Swap.fallback,1,1,1,---------- It stores true in the check[msg.sender] variable after it sends the the amount to the beneficiary which will cause reentrancy if the fallback function calls it again.
0x91d7e5895f7a635ba8bdce9e2be544e5e527135f,Crowdsale.safeWithdrawal,1,,0,
0x92579f2fa430b20bf6ce9d19938fe061aad992e2,DCY_preICO.bringBackTokens,1,0,1,---------- It does not have UE because transfer function defined in token contract does not return any value
0x92579f2fa430b20bf6ce9d19938fe061aad992e2,DCY_preICO.fallback,1,,0,
0x92579f2fa430b20bf6ce9d19938fe061aad992e2,DCY_preICO.safeWithdrawal,0,,0,"No REENT --- if (fundingGoalReached && beneficiary == msg.sender) -- will be executed only if first if fails. It is like: ""else if"""
0x926e81009c2fa4475e1c798a8c43a4f598575c80,FoundersVesting.withdrawTokens,0,0,1,No REENT --- balanceOf cannot reenter---------- Reason for no UE: transfer function defined in token contract always return true; no need to check the return value-- Reason for no REENT: transfer function defined in token contract does have any external calls involved
0x926e81009c2fa4475e1c798a8c43a4f598575c80,Goldmint.issueTokensInternal,0,,0,No REENT --- issueTokens() cannot reenter
0x93c32845fae42c83a70e5f06214c8433665c2ab5,X_WALLET.Collect,1,0,1,--------
0x94554c78bd90dc7047f1a400dd3c5730991d9484,HoldPresaleContract.unlockTokens,0,0,1,No REENT --- function transfer cannot reenter---------- Reason for no REENT: OppToken.transfer() is defined inside the contract BasicToken. It does not have any exernal calls
0x950ad688ade27bcaa6e890e9d86ba5a9293f4d8c,Crowdsale.safeWithdrawal,1,0,1,--------
0x967719548b8385be3c21ee96bdc57b9409b501cb,SellERC20BasicTokens.fallback,1,,0,REENT -- deposit
0x967719548b8385be3c21ee96bdc57b9409b501cb,SellERC20BasicTokens.sendToken,0,0,1,--------REENT is there because of variable deposit
0xa1e4608ff6b4b9324c6472eee2efebd20a20bbe8,KittenSelfDrop.fallback,1,1,1,---------- Reason for REENT: state var. kittensRemainingToDrop
0xa27f262391913a5e21216c70de5358a1e887de25,VestingContractWTTEST.transfer,1,0,1,---------- Reason for REENT: state vars. account_data[msg.sender].current_transferred and account_data[msg.sender].current_balance
0xa5629861c9c345f50221996ef852fd9665eb1c05,IronHands.payout,1,1,1,REENT -- payoutOrder---------- uint256 tokens = weak_hands.buy.value(investment).gas(1000000)(msg.sender); --> causes UE because the return value of the call is not checked -- Reason for no reentrancy: No require; if; assert statements based on state variables
0xab78561558d06ace60f206d9fcaac65bb1cfdee2,SIMPL_BANK.Collect,1,0,1,--------
0xac355d24591c01ad44f8da36ec7629d275a2c6e1,ShortOrder.exerciseLong,1,,0,
0xac355d24591c01ad44f8da36ec7629d275a2c6e1,ShortOrder.nonActivationShortWithdrawal,1,,0,
0xac355d24591c01ad44f8da36ec7629d275a2c6e1,ShortOrder.nonActivationWithdrawal,1,,0,
0xac355d24591c01ad44f8da36ec7629d275a2c6e1,ShortOrder.tokenFulfillmentDeposit,1,,0,REENT -- orderRecord[msg.sender][orderHash].tokenDeposit = true;
0xaf7aea249098f2c2f50cc11d4000ccf798194373,ZTCrowdsale.refund,0,,0,"No REENT --- Dynamically on buggy, smartly written function"
0xb0ceaa9cc523332cbef9fc606221cc0bc2d0872d,Mattew.fallback,1,1,1,"--------The reentrancy vulnerability occurs when a contract makes an external call before it has finished executing its own logic. In this function; the vulnerable portion is this part: ""  bool isSuccess = whale.send(stake);  ""    . The external call to whale.send(stake) allows the whale contract to execute arbitrary code; including calls back into the current contract. An attacker can create a malicious contract that calls this contract repeatedly before the state is updated; allowing the attacker to drain funds from the contract."
0xb48e28b7de69e921e37c9786f11a6f73274777ef,Crowdsale.fallback,1,1,1,---------- Reason for not REENT: beneficiary and tokenReward will get the money if the attack is successful. These variables are set by owner. Owner is not malicious.
0xb7c5c5aa4d42967efe906e1b66cb8df9cebf04f7,keepMyEther.withdraw,1,1,1,--------
0xb98de64d4dbe2956e80149e88ce9135bb05e9400,Bounty.getTokens,1,1,1,Cross function REENT---------- Reason for RENT: 1. require(validPurchase(beneficiary)); and 2. participated[beneficiary] = true; -- Reason for UE: token.transfer() returns boolean
0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5,TrustlessOTC.cancelTrade,0,1,1,---------- Reason for UE: Token(o.tokenFrom).transfer(o.creator; o.amountFrom) returns boolean
0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5,TrustlessOTC.take,0,,0,
0xbaf51e761510c1a11bf48dd87c0307ac8a8c8a4f,ETH_VAULT.CashOut,1,0,1,---------- Reason for REENT: State var. balances[msg.sender]
0xbd367c347fc8e0a9b2da08717bcc22bb3fd878eb,HoldPresaleContract.unlockTokens,0,0,1,no REENT: transfer -- it is implemented and it cannot reenter---------- Reason for no REENT: OppToken.Transfer() does not call any external functions
0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888,MONEY_BOX.Collect,1,0,1,---------- Reason for REENT: state var. acc.balance
0xc543afe640c8c7521beb6549be75f77b568f4590,GET111.pay,1,,0,
0xc7bd5dac314a67a375a0347d72797c2ea1f1a672,KlownGasDrop.claimGasDrop,1,1,1,---------- Reason for reentrancy vuln: receivers[msg.sender] = true; is set after external call to transfer. transfer happens based on the value of receivers[msg.sender] -- Reason for UE: IERC20(currentTokenAddress).transfer(msg.sender; amountToClaim); returns oolean
0xc86dd185fc95031489b89eeaaa3fd47e11c065e9,OpportyBountyHold.unlockTokens,0,0,1,"No REENT ---  -- token.transfer(msg.sender, holderList[msg.sender].tokens); -- it is implemented and it cannot reenter ---------- Reason for no UE: Function transfer() defined in contract BasicToken always return true; so no need to check for return value"
0xd012717342c0a7a24b840605fe7756f6094c9570,SafeDif.distributeRef,0,,0,No REENT --- array issue player_[_affID2].aff is updated and dependency on other
0xd012717342c0a7a24b840605fe7756f6094c9570,SafeDif.withdraw,1,1,1,---------- Reason for UE: sender.send() -- Reason for REENT: player_[uid].plans[i].isClose = bClose;
0xd1265bfe57597840f89971b7e67538bac780f9ad,DesTokenSale.fallback,0,,0,
0xd518db222f37f9109db8e86e2789186c7e340f12,D_BANK.Collect,1,0,1,---------- Reason for REENT: State var. balances[msg.sender] 
0xd5967fed03e85d1cce44cab284695b41bc675b5c,demo.transfer,0,1,1,--------Reentrancy Vulnerability:- The function uses a loop to make external contract calls within the the loop using 'caddress.call(id;from;_tos;v);'. This cause to a reenterancy vulnerablity if the called contracts have a fallback function that allows external call if they modify their own state in an unsafe way. If the malicious contract is among the '_tos' addresses and reenters the 'transfer' function before it completes; it can manipulate the contracts state. To prevent reentrancy attacks the user should create checks-effects-interactions patterns. 
0xd5e5ab3438c14a6c823886baa24d8f41636b1d34,TokenERC20.fallback,0,,0,Dynamic No REENT --         if (users[msg.sender].invested != 0) {
0xd5e5ab3438c14a6c823886baa24d8f41636b1d34,TokenERC20.investedbuy,0,,0,Dynamic No REENT --         if (users[msg.sender].invested != 0) {
0xd5e5ab3438c14a6c823886baa24d8f41636b1d34,TokenERC20.withdrawcommissions,1,1,1,---------- Reason for REENT: users[msg.sender].pot updated after external call; through modifier olyowner one can set the value of variable aipi to attacker's address
0xd67aa6a98e99f979f23bf0da772d113fe6dbe50a,Crowdsale.fallback,1,0,1,--------
0xd72d254737ab0a8de2ac43ba95557885ed13bbfd,MenloTokenTimelock.release,1,1,1,---------- Reason for REENT: balance[msg.sender]-- Reason for UE: token.transfer() returns boolean value
0xd84b6aec4985e68ef5882de0b5d0b30992bb5057,EthTokenToSmthSwaps.createSwap,1,,0,
0xd84b6aec4985e68ef5882de0b5d0b30992bb5057,EthTokenToSmthSwaps.createSwapTarget,1,,0,
0xd84b6aec4985e68ef5882de0b5d0b30992bb5057,EthTokenToSmthSwaps.refund,1,,0,
0xd84b6aec4985e68ef5882de0b5d0b30992bb5057,EthTokenToSmthSwaps.withdraw,1,0,1,---------- Reason for REENT: swaps[_ownerAddress][msg.sender].balance -- Reason for no UE: ERC20(swap.token).transfer() does not return any value
0xd84b6aec4985e68ef5882de0b5d0b30992bb5057,EthTokenToSmthSwaps.withdrawNoMoney,1,0,1,---------- Reason for REENT: swaps[msg.sender][participantAddress].balance
0xd84b6aec4985e68ef5882de0b5d0b30992bb5057,EthTokenToSmthSwaps.withdrawOther,1,0,1,---------- Reason for no UE: function transfer() does not return any value -- Reason for REENT: swaps[_ownerAddress][participantAddress]
0xd96d1947b7758271c4b0621d90808825121bf329,DomainAuction.refundBid,0,1,1,---------- Reason for REENT: The event Refund will have two different values on different invocations. It might affect external entities. Ref: https://github.com/crytic/slither/wiki/Detector-Documentation#reentrancy-vulnerabilities-3
0xdb8459034fc97eed3d43172909e1d353e9f4d282,URUNCrowdsale.buyTokens,1,,0,REENT -- require(TOKENS_SOLD<maxTokensToSaleInClosedPreSale);
0xdd654450e2ef8f672ef297ea3ff9aabea2e22840,VestingContractABX.transfer,1,1,1,--------Reason for reentrancy vuln:  1. account_data[msg.sender].current_transferred += value; 2. account_data[msg.sender].current_balance -= value; --> Executed after external call require(value <= abx_token.balanceOf(this) && value <= account_data[msg.sender].current_balance && account_data[msg.sender].current_transferred + value <= account_data[msg.sender].current_limit); --> it checks above updated variables in require statement
0xde1fa94c7fa043fccf3938f47e9911ca584baed4,DailyGreed.fallback,0,1,1,Dynamic No REENT--------The function does not have reentrancy vulnerability. There is no benefit to the attacker. Moreover the balance will get updated once the reentrant call finishes
0xde7c2911cac44d5949cbe80b0c7d38f7a476cbad,SimpleWallet.withdraw,1,1,1,REENT -- Multi call bug---------- Reason for RENT: wallet1 can reenter and take all money (wallet1.send)
0xe7e0bb725a6c1ed81b89042b1d37756b21db4958,BDSM_Crowdsale.fallback,1,0,1,--------
0xe85083dec29ca5287a00a29f667a8c5489cdf297,OpportyWhiteListHold.unlockTokens,1,0,1,---------- Reason for no REENT: OppToken.transfer() is defined and it does not call any external function -- Reason for no UE: OppToken.transfer() always return true; no need to check
0xea9c15f733ee4cd9e24c97bdddd66077a757b474,BoomerangLiquidity.payout,1,1,1,--------There is reentrancy bug. If the fallback function of the contract which is being paid by the line flmContract.call.value(investment).gas(1000000)() calls payout() again; it can keep getting money until balance <= 1. There is unchecked call return value because the success of flmContract.call.value(investment).gas(1000000)() is not being validated by checking the output. The code goes ahead even if the money transfer failed. This can lead to inconsistencies in the state of the contract.
0xebbe139afc4f0706cc928311b6748701b6549a31,Contagion.Count,0,1,1,No REENT --  modifier--------
0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b,Crowdsale.devResWithdrawal,1,,0,
0xf1add8bf553d0066be17768d6816f3730c476237,EasySmartolution.getOut,0,,0,
0xf1add8bf553d0066be17768d6816f3730c476237,EasySmartolution.processPayment,1,,0,
0xf847b0052b9d369401b0d71465f28392ea7e3304,Pandora.returnDeposit,1,,0,
0xfbe2fff3145e08a21a9d9c8d5f20c01706939647,C_bank.Collect,1,0,1,---------- Reason for REENT: State var. acc.balance
0xfc560a12fb91c7b743d070e5764b4404de2f4883,Crowdsale.safeWithdrawal,1,0,1,REENT -- balanceOf[buyerId]---------- Reason for no REENT: There is no benefit to attacker; funds are sent to beneficiary
0x000000000000541e251335090ac5b47176af4f7e,dexBlue.settleReserveReserveTrade,0,0,1,
0x0000000000b3f879cb30fe243b4dfee438691c04,GasToken2.makeChild,0,1,1,-- Reason for no REENT: No state changes after external call -- Reason for UE: create call can fail
0x0003ed19f80564745e84b4cc411a7b6be4f0cf31,NeverJeet.openTrading,0,0,1,
0x0030f75e27f6df16383f47ae11ae34abc21f5f2c,TYRANT.GoLive,0,0,1,-- no REENT: modifier onlyowner
0x0041fb383081576f9750c5a9b507180992e1c5da,GMI2.forceSwapAndSendDividends,0,0,1,
0x005d068a5dd27f3e49a047deac6785b426145bbc,ParasyteInu.openTrading,0,0,1,-- No REENT: modifier onlyonwer-- No UE: balanceOf does not fail
0x007d8eedc142d9e14ea3498471c5e884d6249a20,F10.recoverTokens,0,1,1,
0x00a704f5721fe068a46221ca7293e76b39f92af6,BabyRyoshi.openTrading,0,0,1,
0x00b0e8d3d7a6275dea291111ff8480ea053cd719,RickAndMorty.openTrading,0,0,1,
0x00b25822e3b8f8720b327f2df8e7c6f96271c8dc,JINJAINU.OpenMarket,0,0,1,-- No REENT: modifier onlyowner
0x00d97facb316f12b64c7ac93405b2d45ed9aa358,KIRITOINU.openTrading,0,0,1,-- No REENT: modifier onlyonwer-- No UE: balanceOf does not fail
0x00dd5ad8f5d9c5118bceeb526c55ea6b2c07e922,Venify.claimStuckTokens,0,0,1,-- No UE: transfer function always return true
0x00e5b0e005ae310312942197e0898de60e30a3a3,SHIBUTT.openTrading,0,0,1,
0x00e76361d45707507db7bdeb7dd2c0f5c1c3fa6d,DekuInu.openTrading,0,0,1,-- no UE: approve() always return true
