[INFO] | 2024-11-10 07:40:52 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Analysis started at: 2024-11-10 07:40:52 AM
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Processed function addTransaction
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Generating return summary for replaceOwner
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Return summary generated for replaceOwner
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Range graph generated
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Processed function replaceOwner
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Generating return summary for createFirstCommonsForum
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Return summary generated for createFirstCommonsForum
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Range graph generated
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Processed function createFirstCommonsForum
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Generating return summary for revokeConfirmation
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Return summary generated for revokeConfirmation
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Range graph generated
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Processed function revokeConfirmation
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Generating return summary for confirmTransaction
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Return summary generated for confirmTransaction
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Range graph generated
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Processed function confirmTransaction
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Generating return summary for removeOwner
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Return summary generated for removeOwner
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Range graph generated
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Processed function removeOwner
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Generating return summary for submitTransaction
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Return summary generated for submitTransaction
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Range graph generated
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Processed function submitTransaction
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Value Range Analysis took 0.020377 seconds
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Value Range Analysis finished
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Dependency detection started!
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Dependency detection finished!
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Static Analysis took 3.297643 seconds
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Dependency does not exist
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Analysis finished!
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Analysis took 3.297896 seconds
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Analysis finished at: 2024-11-10 07:40:55 AM

real	0m4.911s
user	0m6.349s
sys	0m3.240s
